id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;localisation_de_la_scene;code_postal;date_de_debut;date_de_fin;longitude;latitude
2017-1024;Série TV;New Horizon (additif 1);;Comme une image;place joffre, 75007 paris;75007;2017-11-23;2017-11-23;2.30374588;48.85311966
2019-133;Série TV;12 Points;Daniel Syrkin;BANDE ORGANISEE STUDIO;167 boulevard mortier, 75020 paris;75020;2019-02-07;2019-02-07;2.40717054;48.87571694
2018-1063;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;rue du douanier rousseau, 75014 paris;75014;2018-09-03;2018-09-04;2.33102277;48.8260619
2016-298;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;14/50  RUE  DES RONDEAUX;75020;2016-10-19;2016-10-19;2.397806;48.863104
2020-134;Long métrage;La croisade;Louis Garrel;why not productions;3 rue théodule ribot, 75017 paris;75017;2020-02-26;2020-02-26;2.30116724;48.87921136
2018-702;Série TV;Munch  saison 2;frederic Berthe;EXILENE;35 rue leconte de lisle, 75016 paris;75016;2018-07-03;2018-07-03;2.2667338900000003;48.84831342
2017-1025;Série TV;New Horizon (additif 1);;Comme une image;place denfert-rochereau, 75014 paris;75014;2017-11-23;2017-11-23;2.33315064;48.83394129
2019-777;Long métrage;Un Dragon en forme de nuage;Sergio Castellitto;Mon Voisin productions;pont mirabeau, 75015 paris;75015;2019-07-16;2019-07-16;2.27546742;48.8467046
2018-1064;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;20 rue barbanègre, 75019 paris;75019;2018-09-11;2018-09-12;2.3848221;48.89352531
2016-331;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;9/12  RUE  ROSA BONHEUR;75015;2016-12-06;2016-12-09;2.309429;48.846327
2016-1473;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;8  RUE  POLIVEAU;75005;2016-04-04;2016-04-08;2.360891;48.840372
2018-719;Long métrage;La première séance;Justine Triet;LES FILMS PELLEAS;26 rue botzaris, 75019 paris;75019;2018-06-14;2018-06-15;2.3813174200000002;48.87749364
2017-1034;Série TV;New Horizon (additif 2);;Comme une image;place blanche, 75009 paris;75009;2017-11-27;2017-11-27;2.33240846;48.88362939
2018-1215;Long métrage;Les amis des amis;Pascal Bonitzer;SBS Productions;14 rue hégésippe moreau, 75018 paris;75018;2018-10-15;2018-10-15;2.32717698;48.88747132
2016-631;Long métrage;LES CARNIVORES;JEREMIE RENIER;CHI FOU MI PRODUCTIONS;51  RUE  DES ECOLES/LE CHAMPO;75005;2016-08-12;2016-08-12;2.343211;48.849983
2016-359;Long métrage;BURN OUT;YANN GOZLAN;2425 ING PRODUCTION;12  RUE  MAGENTA;93500;2016-09-27;2016-09-27;2.391091;48.90082
2016-1479;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;5  IMPASSE  DES PRIMEVERES;75011;2016-08-15;2016-08-16;2.36932;48.858837
2018-726;Série TV;Vernon Subutex;Cathy VERNEY;TETRA MEDIA FICTION;rue des ecluses saint-martin, 75010 paris;75010;2018-05-31;2018-05-31;2.36632575;48.87699637
2017-1042;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;130 boulevard de belleville, 75020 paris;75020;2017-12-05;2017-12-05;2.37753053;48.87188692
2018-1235;Série TV;IRRESPONSABLE SAISON 3;Stephen Cafiero;TETRA MEDIA FICTION;21 rue de picpus, 75012 paris;75012;2018-10-11;2018-10-13;2.39457345;48.84628437
2016-680;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;QUAI  DE JEMMAPES;75010;2016-12-05;2016-12-05;2.364833;48.87605
2016-370;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;RUE  DE MEAUX;75019;2016-03-10;2016-03-10;2.375637;48.882728
2020-141;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;112 avenue kléber, 75116 paris;75116;2020-02-24;2020-02-24;2.28797256;48.86443337
2018-738;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;14 rue du pressoir, 75020 paris;75020;2018-06-27;2018-06-29;2.38341532;48.86881927
2017-1043;Long métrage;MADE IN CHINA;Julien ABRAHAM;MONTAUK FILMS;7 passage saint-ambroise, 75011 paris;75011;2017-11-24;2017-11-24;2.37752232;48.86305606
2019-883;Série TV;Munch saison 3;Thierry Binisti;JLA PRODUCTION;rue du champ de l'alouette, 75013 paris;75013;2019-07-24;2019-07-24;2.34635232;48.83250967
2016-2221;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;RUE  PAPIN;75003;2016-11-22;2016-11-24;2.353431;48.866906
2016-376;Série TV;CLEM/SAISON 7;CHRISTOPHE CAMPOS;MERLIN PRODUCTIONS;10  RUE  BOULLE;75011;2016-09-09;2016-09-09;2.372255;48.856822
2020-152;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;14 rue de marseille, 75010 paris;75010;2020-02-28;2020-02-28;2.36394537;48.87162083
2018-319;Série TV;DIX POUR CENT  SAISON 3;;MON VOISIN PRODUCTION;rue du buisson saint-louis, 75010 paris;75010;2018-03-30;2018-03-30;2.3738074;48.87252774
2017-1373;Série TV;CLEM saison 8;Elsa BENNETT et Hippolyte DARD;Merlin Productions;25 rue bouchardon, 75010 paris;75010;2017-06-29;2017-06-30;2.35787616;48.870954
2019-784;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;place henri queuille, 75015 paris;75015;2019-07-05;2019-07-05;2.3111236;48.84518561
2016-2260;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;10/22  RUE  HEGESIPPE MOREAU;75018;2016-10-06;2016-10-06;2.327652;48.887545
2016-395;Long métrage;NOS ANNEES FOLLES;ANDRE TECHINE;ARPROD;17  QUAI  D'ANJOU/HOTEL DE LAUZUN;75004;2016-09-10;2016-09-10;2.354243;48.854811
2020-153;Série TV;Arsène Lupin;Marcella Saïd;Gaumont production télévision;rue mornay, 75004 paris;75004;2020-03-03;2020-03-03;2.3656341;48.84951094
2018-326;Long métrage;L'Enfant Roi;Antoine DE BARY;ICONOCLAST FILMS;167 avenue jean jaurès, 75019 paris;75019;2018-03-21;2018-03-21;2.38755581;48.88749338
2017-1389;Série TV;Baron Noir Saison 2;Ziad Doueiri;KWAÏ;rue fabert, 75007 paris;75007;2017-07-10;2017-07-10;2.31149955;48.86112355
2019-792;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;1 rue du jourdain, 75020 paris;75020;2019-07-04;2019-07-04;2.3893773;48.87392349
2016-2271;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;HOTEL  DE LAUZUN;75004;2016-07-02;2016-07-02;2.3510809999999998;48.856896
2016-402;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;1  BOULEVARD  POISSONNIERE;75002;2016-10-03;2016-10-03;2.3478;48.870665
2020-182;Série TV;Arsène Lupin;Marcella Saïd;Gaumont production télévision;37 boulevard de courcelles, 75008 paris;75008;2020-03-10;2020-03-10;2.31025114;48.88039634
2018-332;Série TV;The Marvelous Mrs Maisel;Amy Sherman-Palladino et Dan Palladino;NW 2018;port de la tournelle, 75005 paris;75005;2018-03-21;2018-03-23;2.3562644;48.84957632
2017-1392;Long métrage;SAUVER OU PERIR;FREDERIC TELLIER;A SINGLE MAN PRODUCTIONS;34 rue emeriau, 75015 paris;75015;2017-06-19;2017-06-19;2.28656617;48.85014119
2019-803;Série TV;GRAND'MAISON TOKYO;Ayuko TSUKAHARA,;LUTETIA FILMS;place d'aligre, 75012 paris;75012;2019-08-02;2019-08-02;2.37817254;48.84859689
2016-2280;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;6  CITE  DE L'AMEUBLEMENT;75011;2016-05-04;2016-05-04;2.38571;48.850974
2016-1915;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;SQUARE  DE LA PLACE DAUPHINE;75001;2016-02-18;2016-02-18;2.342303;48.856822
2020-186;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;place de la république, 75011 paris;75011;2020-03-13;2020-03-13;2.36479185;48.86635144
2018-537;Série TV;MIKE;Frederic HAZAN;Kabotine;place de la contrescarpe, 75005 paris;75005;2018-04-20;2018-04-20;2.3494797099999998;48.84456188
2017-1272;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;71 quai de valmy, 75010 paris;75010;2017-06-16;2017-06-16;2.36464387;48.87159242
2019-1142;Série TV;US;Geoff Sax;NW2020;7 rue de l'echelle, 75001 paris;75001;2019-09-19;2019-09-19;2.33420223;48.86402794
2020-794;Série TV;Validé Saison 2;Franck Gastambide / David Diane;Mandarin Télévision - Validé saison 2;8 rue du renard, 75004 paris;75004;2020-11-03;2020-11-05;2.35213854;48.85846771
2016-1937;Long métrage;LA NUIT A DEVORE LE MONDE;DOMINIQUE ROCHER;HAUT ET COURT;34  RUE  DE LA VERRERIE;75004;2016-12-21;2016-12-22;2.353853;48.857724
2020-193;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;7 rue jacques bingen, 75017 paris;75017;2020-03-12;2020-03-12;2.31138303;48.88321809
2018-564;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;10 rue talma, 75016 paris;75016;2018-04-27;2018-04-27;2.27594751;48.85698794
2017-1283;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;100 rue oberkampf, 75011 paris;75011;2017-06-09;2017-06-09;2.37829934;48.86580077
2018-1177;Long métrage;Voir le Jour;Stanley WOODWARD;LES FILMS DE LA NUIT;13 rue intérieure, 75008 paris;75008;2018-10-18;2018-10-18;2.32522331;48.87584674
2016-707;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;SQUARE  JEAN PERRIN;75008;2016-03-24;2016-03-24;2.311684;48.866924
2020-532;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;9 rue poulbot, 75018 paris;75018;2020-09-29;2020-09-29;2.33969735;48.88661483
2016-1517;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;RUE  DE L'ARSENAL;75004;2016-08-19;2016-08-19;2.366481;48.851204
2018-635;Série TV;Shadowhunters;Matt Hastings;Froggie Production;5 place de la sorbonne, 75005 paris;75005;2018-05-14;2018-05-14;2.34213794;48.84851398
2017-1295;Long métrage;LOVE ADDICT;FRANK BELLOCQ;MY FAMILY;34 rue dareau, 75014 paris;75014;2017-05-31;2017-06-01;2.33617627;48.83078401
2018-1189;Téléfilm;Temps de Chien;Edouard DELUC;THE FILM TV;pont des invalides, 75007 paris;75007;2018-10-19;2018-10-19;2.3103863000000002;48.86362688
2016-714;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;RUE  DU COLONEL ROZANOFF;75012;2016-11-18;2016-11-18;2.387847;48.845392
2020-534;Long métrage;GOLIATH;Frederic TELLIER;SINGLE MAN PRODUCTIONS;place charles de gaulle, 75017 paris;75017;2020-09-29;2020-09-29;2.2949242;48.87449291
2016-1525;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;51  AVENUE  MONTAIGNE;75008;2016-11-10;2016-11-10;2.307581;48.867895
2018-645;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;4 rue manin, 75019 paris;75019;2018-05-21;2018-05-21;2.38208807;48.88213499
2017-1171;Long métrage;UNE HISTOIRE DE L'ART;LUCAS BERNARD;LES GRANDS ESPACES FILMS;4 rue de braque, 75003 paris;75003;2017-05-27;2017-05-27;2.35700498;48.86084752
2019-844;Long métrage;CHACUN CHEZ SOI !;Michèle Laroque;ALTER FILMS - CHACUN CHEZ SOI !;18 rue marbeuf, 75008 paris;75008;2019-07-11;2019-07-11;2.30339344;48.86832273
2016-719;Long métrage;MAMAN A TORT;MARC FITOUSSI;AVENUE B;20  AVENUE  DE LA DODE BRUNERIE (PARKING);75016;2016-01-20;2016-01-21;2.256917;48.836528
2020-544;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;rue gabrielle, 75018 paris;75018;2020-09-30;2020-09-30;2.34067685;48.88574944
2016-1545;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;RUE  DE LA PLAINE;75020;2016-12-08;2016-12-08;2.403109;48.850078
2018-654;Série TV;MIKE;Frédéric HAZAN;Kabotine;31 rue de crussol, 75011 paris;75011;2018-05-22;2018-05-25;2.36958813;48.86463405
2017-1511;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;chemin de ceinture du lac inférieur, 75016 paris;75016;2017-08-08;2017-08-08;2.26425028;48.86640764
2019-854;Série TV;Hanna 2;Eva Husson;NW2020;12 rue beaurepaire, 75010 paris;75010;2019-07-26;2019-07-26;2.36367374;48.86970166
2018-1377;Téléfilm;Temps de Chien;Edouard DELUC;THE FILM TV;pont marie, 75004 paris;75004;2018-11-15;2018-11-15;2.35733862;48.85277814
2020-583;Long métrage;Les Olympiades;Jacques Audiard;Page 114;108 rue de tolbiac, 75013 paris;75013;2020-10-02;2020-10-03;2.36223267;48.82654854
2016-1577;Série TV;JUSTE UN REGARD;LUDOVIC COLBEAU;VAB;RUE  THIMONNIER;75009;2016-11-25;2016-11-25;2.346902;48.880115
2018-453;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;6 rue pierre fontaine, 75009 paris;75009;2018-04-09;2018-04-12;2.3349247699999998;48.88077351
2017-1556;Long métrage;Un homme pressé;;Albertine Productions;95 rue michel-ange, 75016 paris;75016;2017-07-12;2017-07-12;2.25831387;48.84032886
2019-1187;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;quai de valmy, 75010 paris;75010;2019-09-18;2019-09-18;2.36442236;48.8765691
2019-689;Long métrage;TOUT SIMPLEMENT NOIR;JEAN PASCAL ZADI ET JOHN WAXXX;GAUMONT;11 rue de hanovre, 75002 paris;75002;2019-06-12;2019-06-12;2.3349675899999998;48.8701397
2020-595;Long métrage;ROSE;Niels Arden Oplev;FIRSTEP PRODUCTIONS;13 rue malebranche, 75005 paris;75005;2020-10-13;2020-10-13;2.34221783;48.84641355
2016-1584;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;RUE  GEORGES VILLE;75016;2016-01-06;2016-01-06;2.288971;48.870269
2018-459;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;rue turgot, 75009 paris;75009;2018-04-11;2018-04-12;2.34555854;48.87987362
2017-1447;Série TV;ALICE NEVERS;STEPHAN KOPECKY;ego productions;21 rue de tanger, 75019 paris;75019;2017-01-26;2017-01-27;2.36840463;48.88589802
2019-1222;Série TV;The Good Place;Michael Schur;Froggie production;place emile goudeau, 75018 paris;75018;2019-09-29;2019-09-29;2.3379714;48.88613023
2019-1298;Série TV;Emily in Paris;Darren Star;NW2020;place de valois, 75001 paris;75001;2019-10-07;2019-10-07;2.33832825;48.86342307
2018-1021;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;rue de montpensier, 75001 paris;75001;2018-08-17;2018-08-17;2.33646527;48.86417482
2020-225;Long métrage;ADIEU MONSIEUR HAFFMANN;FRED CAVAYÉ;VENDOME FILMS;6 place de la concorde, 75008 paris;75008;2020-06-09;2020-06-09;2.32161055;48.86714713
2018-465;Série TV;ALICE NEVERS;VINCENT GIOVANNI;EGO PRoductions;2 rue de harlay, 75001 paris;75001;2018-04-19;2018-04-19;2.3431987;48.85674668
2017-1453;Série Web;VALERIAN ORANGE;Margaux Lenfant;lincom webedia;16 place de la madeleine, 75008 paris;75008;2017-06-27;2017-06-27;2.32538668;48.86990764
2018-1211;Long métrage;LA SAINTE FAMILLE;Louis-do Lencquesaing;EVERYBODY ON DECK;passage de valois, 75001 paris;75001;2018-10-10;2018-10-11;2.33788912;48.86387958
2019-1301;Long métrage;LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT;EMMANUEL MOURET;MOBY DICK FILMS;2 rue le regrattier, 75004 paris;75004;2019-10-31;2019-10-31;2.35435557;48.85177859
2018-1043;Série TV;PARIS OPERA SAISON 2 (LENA REVE D'ETOILES) 3;Matt bloom, Ronan Burke;COTTONWOOD MEDIA;rue dalayrac, 75002 paris;75002;2018-09-07;2018-09-07;2.3353448500000002;48.86801597
2020-261;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;pont des arts, 75001 paris;75001;2020-06-30;2020-06-30;2.33754677;48.85838862
2019-1757;Long métrage;Tendre et saignant;Christopher Thompson;Les Films du Cap;182 rue du faubourg saint-antoine, 75012 paris;75012;2019-12-16;2019-12-18;2.38276391;48.85018224
2017-1321;Long métrage;GEMINI;Christopher Mac Quarrie;FIRSTEP;rue de montpensier, 75001 paris;75001;2017-05-16;2017-05-16;2.33646527;48.86417482
2018-1212;Long métrage;Patrick;Goncalo Waddington;1015 Productions;178 rue la fayette, 75010 paris;75010;2018-10-11;2018-10-12;2.3618179;48.88045935
2019-1306;Long métrage;Une sirène à Paris;Mathias Malzieu;OVERDRIVE PRODUCTIONS;quai malaquais, 75006 paris;75006;2019-10-15;2019-10-16;2.33554798;48.85790532
2016-448;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;15  RUE  SAINT BLAISE/CAFE LUMIERE;75020;2016-07-19;2016-07-21;2.405032;48.859632
2020-276;Long métrage;On est fait pour s'entendre;Pascal Elbé;JERICO FILMS;88 rue blomet, 75015 paris;75015;2020-06-25;2020-06-26;2.3014158;48.84127529
2018-1129;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;5 rue louis boilly, 75016 paris;75016;2018-10-03;2018-10-05;2.26683189;48.85915131
2017-1333;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;avenue bosquet, 75007 paris;75007;2017-07-18;2017-07-18;2.30344099;48.85890364
2019-660;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;71 rue du poteau, 75018 paris;75018;2019-06-13;2019-06-15;2.33931928;48.89580579
2019-1318;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;place des généraux de trentinian, 75116 paris;75116;2019-10-10;2019-10-10;2.27648582;48.87200474
2016-450;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;18  RUE  VAUQUELIN;75005;2016-07-25;2016-07-25;2.34698;48.84093
2020-279;Long métrage;On est fait pour s'entendre;Pascal Elbé;JERICO FILMS;1 rue bausset, 75015 paris;75015;2020-06-24;2020-06-26;2.3001825;48.84006183
2018-571;Série TV;BALTHAZAR 3,4 ET 5;VINCENT JAMAIN;BEAUBOURG STORIES;rue etienne marey, 75020 paris;75020;2018-05-03;2018-05-03;2.40552602;48.86754673
2017-1341;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;avenue gustave eiffel, 75007 paris;75007;2017-07-19;2017-07-20;2.29546872;48.85798988
2019-664;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;58 boulevard murat, 75016 paris;75016;2019-06-21;2019-06-23;2.25595717;48.84268059
2018-1390;Long métrage;Mon Chien Stupide;Yvan Attal;Same Player;21 boulevard de vaugirard, 75015 paris;75015;2018-11-14;2018-11-14;2.31890325;48.84139233
2016-469;Série TV;VENERATION;MARJORY DEJARDIN;CMP MOVIES;102BIS  RUE  DE BAGNOLET;75020;2016-02-11;2016-02-11;2.402968;48.859546
2016-3;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;5  RUE  DU DOME;75016;2016-10-29;2016-10-29;2.2914149999999998;48.87137
2018-580;Série TV;MIKE;Frédéric HAZAN;Kabotine;12 avenue trudaine, 75009 paris;75009;2018-05-05;2018-05-05;2.3434236999999998;48.88148627
2017-1346;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;rue lamarck, 75018 paris;75018;2017-07-20;2017-07-21;2.33974924;48.88972517
2019-997;Série TV;Rivière rouge;MANOUSOS MANOUSAKIS;telekinisi;4 rue des barres, 75004 paris;75004;2019-07-30;2019-07-30;2.35517786;48.85491156
2019-1432;Série TV;ALICE NEVERS E114-115 (Partie 2/3);JEAN-CHRISTOPHE DELPIAS;EGO PRODUCTIONS;71 rue du ranelagh, 75016 paris;75016;2019-10-24;2019-10-24;2.27212525;48.85500052
2016-482;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;RUE  PARROT;75012;2016-09-14;2016-09-14;2.373557;48.846970999999996
2016-37;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;PLACE  ANDRE HONNORAT;75006;2016-01-09;2016-01-09;2.339136;48.853938
2018-582;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;6 rue andré messager, 75018 paris;75018;2018-05-14;2018-05-15;2.34227235;48.89518369
2017-1361;Long métrage;La Ch'tite Famille;Dany Boon;Pathé Films Service;place du président mithouard, 75007 paris;75007;2017-06-12;2017-06-13;2.31240258;48.85045564
2019-1026;Long métrage;A D N;Maïwenn;WHY NOT PRODUCTIONS;2 rue des archives, 75004 paris;75004;2019-08-19;2019-08-19;2.35412922;48.85713669
2018-1459;Série TV;L'AGENT IMMOBILIER;Etgar KERET et Shira GEFFEN;LES FILMS DU POISSON;rue albert, 75013 paris;75013;2018-12-04;2018-12-04;2.37206396;48.82552095
2016-485;Long métrage;BAD BUZZ;STEPHANE KAZANDJIAN;ECHO FILMS;80  BOULEVARD  DE ROCHECHOUART;75018;2016-07-25;2016-07-25;2.343165;48.882841
2016-42;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;19  RUE  DU CAPITAINE FERBER;75020;2016-01-29;2016-01-29;2.40573;48.866016
2018-583;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;21 rue de l'amiral roussin, 75015 paris;75015;2018-05-17;2018-05-18;2.29939568;48.84504252
2017-1678;Long métrage;SAUVER OU PERIR;FREDERIC TELLIER;SINGLE MAN PRODUCTIONS;rue louis blanc, 75010 paris;75010;2017-08-04;2017-08-04;2.36051746;48.88361461
2018-1577;Long métrage;LE MEILLEUR RESTE À VENIR;Matthieu DELAPORTE et Alexandre DE LA PATELLIÈRE;CHAPTER 2;7 rue rembrandt, 75008 paris;75008;2018-12-20;2018-12-20;2.30803075;48.87722427
2019-1377;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;59 boulevard de belleville, 75011 paris;75011;2019-10-15;2019-10-17;2.37891163;48.87005054
2016-2006;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  ROYALE;75008;2016-02-26;2016-02-26;2.323204;48.867991
2016-60;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;63  RUE  SAINT LAZARE/HOTEL LANGLOIS;75009;2016-09-05;2016-09-06;2.33364;48.876813
2018-600;Long métrage;La première séance;Justine Triet;LES FILMS PELLEAS;rue de montempoivre, 75012 paris;75012;2018-05-14;2018-05-14;2.40620863;48.84009279
2017-1684;Long métrage;D'après une histoire vraie;;WY Productions;6 rue charles-françois dupuis, 75003 paris;75003;2017-01-26;2017-01-26;2.3631982;48.8651778
2019-920;Série TV;The Eddy;Damien Chazelle;atlantique productions;rue lucien lambeau, 75020 paris;75020;2019-08-14;2019-08-14;2.41267398;48.85754085
2019-1385;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;96 rue du poteau, 75018 paris;75018;2019-10-10;2019-10-12;2.33826193;48.89707751
2016-2035;Long métrage;ON THE FRENCH RIVIERA;ALAN SWYER;BELLE EPOQUE FILMS;PLACE  DAUPHINE;75001;2016-08-28;2016-08-28;2.342303;48.856822
2016-85;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;PLACE  VAUBAN;75007;2016-10-10;2016-10-10;2.311754;48.853056
2018-603;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;20 avenue de laumière, 75019 paris;75019;2018-05-03;2018-05-05;2.3806553;48.88399141
2017-1719;Série TV;SCENES DE MENAGE 9 PRIME;FRANCIS DUQUET;KABO FAMILY;4 place de la république dominicaine, 75017 paris;75017;2017-02-02;2017-02-02;2.30943098;48.88073808
2019-926;Série TV;The Eddy;Damien Chazelle;atlantique productions;1 place de la bastille, 75004 paris;75004;2019-08-19;2019-08-19;2.36803573;48.85301953
2018-752;Long métrage;TANGUY 2;Etienne Chatiliez;NAC FILMS;quai louis blériot, 75016 paris;75016;2018-07-13;2018-07-13;2.27182914;48.84442798
2016-2040;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;92/102  RUE  JEAN PIERRE TIMBAUD;75011;2016-10-04;2016-10-04;2.37456;48.867009
2016-1596;Long métrage;MARVIN;ANNE FONTAINE;CINE @;37BIS  BOULEVARD  DE LA CHAPELLE;75018;2016-07-30;2016-07-30;2.355889;48.884395
2018-955;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;rue lulli, 75002 paris;75002;2018-08-16;2018-08-16;2.3371101100000002;48.86789628
2017-1726;Long métrage;DES LUNETTES NOIRES;Claire Denis;Curiosa Films;15 rue malte brun, 75020 paris;75020;2017-02-08;2017-02-09;2.39765921;48.86454564
2019-949;Série TV;Validé;Franck GASTAMBIDE;Mandarin Télévision;20 rue des fossés saint-jacques, 75005 paris;75005;2019-08-05;2019-08-05;2.34443874;48.84534653
2018-762;Long métrage;La première séance;Justine Triet;LES FILMS PELLEAS;avenue du ranelagh, 75016 paris;75016;2018-07-02;2018-07-02;2.27032;48.85836398
2016-2043;Long métrage;CHERCHEZ LA FEMME;SOU ABADI;THE FILM;PLACE  RHIN ET DANUBE;75019;2016-05-12;2016-05-12;2.3929169999999997;48.882152
2016-1599;Long métrage;ON THE FRENCH RIVIERA;ALAN SWYER;BELLE EPOQUE FILMS;PLACE  JEAN PAUL II;75004;2016-08-29;2016-08-29;2.3472210000000002;48.853542
2018-698;Série TV;Munch  saison 2;frederic Berthe;EXILENE;8 boulevard de ménilmontant, 75020 paris;75020;2018-06-12;2018-06-12;2.38976168;48.85870962
2017-1728;Long métrage;DES LUNETTES NOIRES;Claire Denis;Curiosa Films;rue de la chine, 75020 paris;75020;2017-02-09;2017-02-10;2.398851;48.86747808
2019-970;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;66 rue pixérécourt, 75020 paris;75020;2019-08-01;2019-08-02;2.39615621;48.87396516
2018-773;Série TV;Oups;Stephan Kopecky;DEMD PRODUCTIONS;81 avenue simon bolivar, 75019 paris;75019;2018-07-02;2018-07-02;2.37514894;48.87634691
2016-2056;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;RUE  FRANCOIS MIRON;75004;2016-03-17;2016-03-17;2.357247;48.855558
2016-1604;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;17  RUE  SAINT BERNARD;75011;2016-11-02;2016-11-02;2.381567;48.851677
