id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2017-445;Long métrage;Amanda;Mikhael Hers;Nord-Ouest films;1058;2017-09-01;2017-09-01
2019-308;Série TV;Plan Coeur S2;Noemie Saglio - Renaud Bertrand;MyBox Films;3687;2019-03-29;2019-03-30
2020-49;Long métrage;PETITE LEÇON D'AMOUR;EVE DEBOISE;BLUE MONDAY PRODUCTIONS;2093;2020-02-01;2020-02-01
2016-2091;Long métrage;LA MONNAIE DE LEUR PIECE;ANNE LE NY;MOVE MOVIE;4517;2016-12-06;2016-12-06
2017-449;Long métrage;Jewell Stone;Sandrine Dumas;PIO and CO;4746;2017-08-30;2017-08-30
2019-314;Série TV;PROFILAGE EPISODES 95/96;CHRIS BRIANT;BEAUBOURG AUDIOVISUEL;3681;2019-04-03;2019-04-03
2016-1296;Long métrage;AU REVOIR LA HAUT;ALBERT DUPONTEL;ADCB FILMS;3552;2016-03-23;2016-03-23
2016-2101;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;535;2016-11-01;2016-11-01
2017-456;Série TV;Une famille formidable - Saison 14 - du 4 au 13 septembre 2017;Miguel Courtois;Panama productions;2083;2017-09-04;2017-09-04
2019-317;Série TV;PROFILAGE EPISODES 95/96;CHRIS BRIANT;BEAUBOURG AUDIOVISUEL;2859;2019-04-04;2019-04-05
2016-1305;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;700;2016-08-15;2016-08-16
2020-691;Téléfilm;FUGUEUSE - SEMAINE 2 SUR 12;JEROME CORNUAU;VEMA PRODUCTION;2687;2020-10-21;2020-10-21
2017-458;Long métrage;THE 15:17 to Paris;Clint Eastwood;PENINSULA FILM;3593;2017-08-28;2017-09-02
2019-340;Téléfilm;Splendor in a glass;Alex Zamm;FREE DOLPHIN PRODUCTIONS;4384;2019-04-02;2019-04-02
2016-1346;Long métrage;FLORA63;STEPHANE ROBELIN;ICI ET LA PRODUCTIONS;3301;2016-05-11;2016-05-11
2020-722;Téléfilm;COMME DES REINES;MARION VERNOUX;SCARLETT PRODUCTION;826;2020-10-27;2020-10-27
2017-463;Série TV;FIND ME IN PARIS 2;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;4398;2017-09-11;2017-09-12
2016-307;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;5421;2016-04-08;2016-04-08
2016-1378;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;2368;2016-06-13;2016-06-13
2019-1692;Long métrage;Un médecin de nuit - Partie 1;Elie Wajeman;Partizan Films;3892;2019-12-13;2019-12-14
2017-628;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;4704;2017-10-05;2017-10-06
2016-337;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;2147;2016-05-02;2016-05-04
2020-89;Série TV;FAMILY BUSINESS SAISON 2;IGOR GOTESMAN;LES FILMS DU KIOSQUE;2637;2020-02-10;2020-02-10
2019-1693;Long métrage;Un médecin de nuit - Partie 1;Elie Wajeman;Partizan Films;3392;2019-12-12;2019-12-13
2017-632;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;444;2017-10-02;2017-10-03
2016-344;Long métrage;GANGSTERDAM;ROMAIN LEVY;LES PRODUCTIONS DU TRESOR;4226;2016-08-13;2016-08-13
2016-1448;Long métrage;MARYLINE;GUILLAUME GALLIENNE;LGM FILMS;4419;2016-09-07;2016-09-07
2019-1699;Long métrage;LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT;EMMANUEL MOURET;MOBY DICK FILMS;1292;2019-12-03;2019-12-03
2017-660;Série TV;Joséphine Ange Gardien Tous pour un;Thierry Petit;DEMD PRODUCTIONS;3188;2017-10-16;2017-10-16
2016-358;Long métrage;SIMONE BENLOULOU;MYRIAM AZIZA;INCOGNITA;4305;2016-09-26;2016-09-26
2016-1450;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;255;2016-09-15;2016-09-15
2016-660;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;1065;2016-03-14;2016-03-14
2017-668;Long métrage;DEUX FILS (1ère semaine);FELIX MOATI;NORD OUEST FILMS;5182;2017-10-16;2017-10-16
2016-373;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4460;2016-11-29;2016-11-29
2016-1454;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;2988;2016-12-06;2016-12-06
2016-682;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;5275;2016-03-31;2016-03-31
2017-671;Long métrage;Premieres Vacances;Patrick Cassir;The Film;1872;2017-10-12;2017-10-13
2016-1884;Long métrage;LA FETE EST FINIE;MARIE GAREL WEISS;ELZEVIR FILMS;3910;2016-10-13;2016-10-13
2016-1466;Série TV;CLEM/SAISON 7;CHRISTOPHE CAMPOS;MERLIN PRODUCTIONS;300;2016-08-30;2016-08-31
2016-699;Long métrage;AU REVOIR LA HAUT;ALBERT DUPONTEL;ADCB FILMS;3552;2016-03-15;2016-03-18
2017-697;Série TV;Baron noir;Antoine Chevrollier - Ziad Doueiri;KWAI;3911;2017-10-14;2017-10-14
2016-1888;Long métrage;L'UN DANS L'AUTRE;BRUNO CHICHE;VENDOME PRODUCTION;1735;2016-11-08;2016-11-08
2016-1482;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;4224;2016-10-23;2016-10-23
2016-705;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;5155;2016-05-19;2016-05-19
2017-379;Long métrage;From Moscow to Royan 3.0;Elena Cosson;Mithra Films;2155;2017-08-23;2017-08-23
2016-1895;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;2965;2016-09-22;2016-09-22
2020-159;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;2447;2020-03-03;2020-03-04
2016-706;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;3777;2016-03-24;2016-03-24
2017-383;Long métrage;The 15:17 to Paris;Clint Eastwood;PENINSULA FILM;448;2017-08-28;2017-08-28
2016-1912;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;3812;2016-11-19;2016-11-19
2020-165;Série TV;Arsène Lupin;Marcella Saïd;Gaumont production télévision;3201;2020-03-04;2020-03-05
2016-2216;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 81;DENIS THYBAUD;DEMD PRODUCTIONS;866;2016-06-06;2016-06-06
2017-384;Long métrage;The 15:17 to Paris;Clint Eastwood;PENINSULA FILM;448;2017-09-01;2017-09-01
2016-1918;Long métrage;KOTO;YUKI SAITO;HAUT LES MAINS;4015;2016-03-02;2016-03-02
2020-207;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;3675;2020-05-19;2020-05-19
2016-2219;Téléfilm;NADIA;LEA MAZER;MURMURES PRODUCTIONS;2543;2016-04-20;2016-04-20
2017-428;Série TV;Une famille Formidable - saison 14;Miguel Courtois;Panama productions;118;2017-08-30;2017-08-30
2016-1932;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;4602;2016-08-29;2016-08-29
2020-209;Série TV;FAMILY BUSINESS S2;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;289;2020-05-20;2020-05-20
2016-2242;Série TV;BLACKPILLS/RAISING HITLER;LOUIS FARGE;TOGETHER MEDIA 2;210;2016-09-23;2016-09-23
2017-581;Long métrage;LA FETE DES MERES;MARIE-CASTILLE MENTION-SCHAAR;WILLOW FILMS;2745;2017-10-06;2017-10-06
2016-1948;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4535;2016-08-22;2016-08-22
2016-1523;Long métrage;LES FANTOMES D'ISMAEL;ARNAUD DESPLESCHIN;WHY NOT PRODUCTIONS;1879;2016-10-06;2016-10-06
2016-2266;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;8;2016-10-04;2016-10-04
2017-602;Série TV;CLEM 40 41;NICOLAS HERDT;MERLIN PRODUCTIONS;1687;2017-10-04;2017-10-05
2020-539;Série TV;CLEM SAISON 11;Xavier DE CHOUDENS;MERLIN PRODUCTIONS;3534;2020-10-05;2020-10-14
2016-1536;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;4441;2016-11-02;2016-11-02
2016-2276;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;2047;2016-03-10;2016-03-10
2017-606;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;4150;2017-10-13;2017-10-13
2020-545;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;1338;2020-09-30;2020-09-30
2016-1537;Série TV;MUNCH;NICOLAS GUICHETEAU;EXILENE FILMS;5381;2016-12-22;2016-12-22
2016-2284;Long métrage;L'AMANT D'UN JOUR;PHILIPPE GARREL;SBS FILMS;838;2016-07-04;2016-07-04
2017-818;Long métrage;SUN;Jonathan Desoindre;Rouge International;310;2017-11-10;2017-11-10
2020-589;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;1675;2020-10-06;2020-10-07
2016-1552;Long métrage;KO;FABRICE GOBERT;247 FILMS;3820;2016-09-13;2016-09-13
2018-1102;Téléfilm;UN FILS PARFAIT;Didier BIVEL;ADRENALINE;388;2018-09-26;2018-09-26
2017-843;Long métrage;neuilly sa mère, sa mère;Gabriel Julien Lafférière;vito films;1777;2017-10-30;2017-11-03
2019-1642;Série Web;SKAM SAISON 5 ET 6 SEMAINE 7 SUR 9;;GETEVE PRODUCTIONS;2706;2019-11-28;2019-11-28
2016-1565;Long métrage;FREED;JAMES FOLEY;PENINSULA FILM;4710;2016-07-18;2016-07-19
2018-1104;Téléfilm;UN FILS PARFAIT;Didier BIVEL;ADRENALINE;388;2018-09-29;2018-09-30
2017-874;Série TV;CLEM SAISON 8 ep 44 et 45;Nicolas HERDT;MERLIN PRODUCTIONS;1687;2017-11-07;2017-11-08
2019-1651;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4774;2019-11-26;2019-12-02
2016-1580;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;8;2016-10-06;2016-10-06
2018-1355;Long métrage;FORTE;Katia LEWKOWICZ;QUAD FILMS;621;2018-11-14;2018-11-14
2017-878;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);5230;2017-11-10;2017-11-11
2019-1663;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4384;2019-11-29;2019-11-30
2020-229;Téléfilm;AU-DESSUS DES NUAGES;JEROME CORNUAU;EXILENE FILMS;1645;2020-06-19;2020-06-19
2019-692;Long métrage;LA GRANDE DERAILLE - ADDITIF N° 1;Benjamin EUVRARD;EASY MOVIES;1787;2019-06-18;2019-06-18
2017-889;Long métrage;Le Jeu;Fred Cavayé;Medset Film;4369;2017-11-29;2017-11-30
2016-444;Long métrage;AU REVOIR LA HAUT;ALBERT DUPONTEL;ADCB FILMS;1665;2016-03-19;2016-03-19
2020-232;Téléfilm;AU-DESSUS DES NUAGES;JEROME CORNUAU;EXILENE FILMS;1645;2020-06-18;2020-06-18
2019-711;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;2223;2019-07-05;2019-07-05
2017-787;Série Web;Arthur dans la foret;Pierre-André Lhomme;WONDERCORP;3492;2017-12-02;2017-12-02
2016-449;Long métrage;FREED;JAMES FOLEY;PENINSULA FILM;5282;2016-07-19;2016-07-20
2020-234;Téléfilm;AU-DESSUS DES NUAGES;JEROME CORNUAU;EXILENE FILMS;1645;2020-06-18;2020-06-18
2019-1314;Long métrage;LES DEUX ALFRED;Bruno Podalydès;WHY NOT PRODUCTIONS;3680;2019-10-10;2019-10-10
2017-1020;Long métrage;TERRITOIRES;DAVID OELHOFFEN;ONE WORLD FILMS;610;2017-11-28;2017-11-28
2016-1996;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;3781;2016-10-12;2016-10-12
2020-271;Téléfilm;Coma Idyllique;Gabriel Julien Laférriere;Scarlett Production;4562;2020-06-29;2020-06-29
2019-1322;Série TV;Emily in Paris;Darren Star;NW2020;1178;2019-10-08;2019-10-08
2017-708;Long métrage;SUN;Jonathan;Rouge International;3038;2017-10-20;2017-10-20
2016-2000;Série TV;PROFILAGE - SAISON 7/N° 70 ET 71;VINCENT JAMAIN;BEAUBOUG AUDIOVISUEL;4367;2016-04-15;2016-04-15
2020-278;Téléfilm;Connectés;Romuald Boulanger;R-lines Productions;4479;2020-07-03;2020-07-05
2019-1350;Long métrage;LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT;EMMANUEL MOURET;MOBY DICK FILMS;4589;2019-11-05;2019-11-06
2017-711;Long métrage;SUN;Jonathan;Rouge International;4934;2017-10-24;2017-10-24
2016-2039;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;4125;2016-09-28;2016-09-28
2020-285;Série TV;Arsène Lupin;Ludovic BERNARD;Gaumont production télévision;3081;2020-07-15;2020-07-15
2018-1442;Série TV;TOI, TOI, MON TOIT;DENIS IMBERT;THALIE IMAGES - TTMT;2837;2018-11-30;2018-11-30
2017-743;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;1103;2017-10-24;2017-10-25
2016-2045;Long métrage;RAID DINGUE;DANY BOON;PATHE TELEVISION;4099;2016-05-31;2016-05-31
2016-19;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;3456;2016-06-24;2016-06-24
2018-1454;Long métrage;DEUX MOI;CEDRIC KLAPISCH;CE QUI ME MEUT;4761;2018-11-29;2018-11-30
2017-1190;Long métrage;Un homme pressé;Hervé Mimran;Albertine Productions;4346;2017-05-23;2017-05-24
2016-2071;Long métrage;KANTOR;JAN HRYNIAK;BLINK FILMS;4984;2016-03-15;2016-03-15
2016-54;Long métrage;LA FETE EST FINIE;MARIE GAREL WEISS;ELZEVIR FILMS;1;2016-10-14;2016-10-14
2019-1130;Série TV;SERIE BARON NOIR SAISON 3;THOMAS BOURGUIGNON;KWAI;513;2019-09-16;2019-09-16
2017-1199;Long métrage;LOVE ADDICT;Frank BELLOCQ;MY FAMILY;4387;2017-05-29;2017-05-30
2020-617;Série TV;Rebecca;Didier Le Pêcheurs;Elephant Story;3523;2020-10-07;2020-10-08
2016-56;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;507;2016-11-23;2016-11-23
2019-1135;Série TV;Emily in Paris;Darren Star;NW2020;615;2019-09-12;2019-09-12
2017-1205;Long métrage;L'AMOUR EST UNE FÊTE;Cédric ANGER;SUNRISE FILMS;3374;2017-06-12;2017-06-13
2020-670;Série Web;SKAM 7-8;Shirley Monsarrat;GETEVE PRODUCTIONS - SKAM 7-8;2826;2020-10-29;2020-10-29
2016-98;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;3041;2016-08-19;2016-08-19
2019-1378;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;5467;2019-10-16;2019-10-17
2017-1055;Série TV;THANKSGIVING;NICOLAS SAADA;CAPA DRAMA;1702;2017-11-21;2017-11-21
2018-1053;Série Web;Simone;Maxime Charden, Laurène Dervieux;My Fantasy;98;2018-09-14;2018-09-14
2016-1587;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;5411;2016-04-04;2016-04-04
2019-1380;Série Web;SKAM SAISON 5 ET 6 SEMAINE 2 SUR 9;;GETEVE PRODUCTIONS;4180;2019-10-19;2019-10-19
2017-1103;Téléfilm;LA VIE SAUVE;MARION LAINE;CAMINANDO PRODUCTIONS;2599;2017-12-22;2017-12-22
2018-1056;Série Web;Simone;Maxime Charden, Laurène Dervieux;My Fantasy;1432;2018-09-17;2018-09-17
2016-1593;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;1790;2016-03-16;2016-03-16
2019-1390;Série TV;ASTRID ET RAPHAËLLE;ELSA BENNETT / HIPPOLYTE DARD / FREDERIC BERTHE;JLA PRODUCTIONS;427;2019-10-15;2019-10-15
2017-1108;Long métrage;L'Enkas;Sarah Marx;La rumeur filme;707;2017-12-20;2017-12-20
2019-120;Long métrage;L'ÉTREINTE;Ludovic Bergery;Moby Dick Films;1120;2019-01-22;2019-01-22
2016-1609;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;3419;2016-03-07;2016-03-07
2018-763;Série TV;Osmosis;Julius Berg;CAPA SERIES;3548;2018-07-02;2018-07-02
2017-1563;Long métrage;La Ch'Tite Famille;;Pathé ProdExé;2986;2017-07-18;2017-07-18
2019-368;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;5356;2019-03-27;2019-03-28
2016-1636;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;5081;2016-10-10;2016-10-10
2018-1497;Long métrage;La nuit venue;Frederic Farrucci;Koro film;3374;2018-12-07;2018-12-09
2017-1265;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;713;2017-06-18;2017-06-18
2016-511;Long métrage;LA FILLE DE BREST;EMMANUELLE BERCOT;HAUT ET COURT;697;2016-01-23;2016-01-23
2016-1649;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;1139;2016-05-30;2016-05-30
2018-1501;Long métrage;HORS NORMES;Eric Toledano et Olivier Nakache;ADNP QUAD FILMS;4935;2018-11-22;2018-11-22
2017-904;Long métrage;Joueurs;Marie Monge;The Film;1317;2017-11-13;2017-11-14
2016-2086;Long métrage;MARVIN;ANNE FONTAINE;CINE @;520;2016-09-09;2016-09-09
2020-297;Long métrage;PETITE LEÇON D'AMOUR;EVE DEBOISE;BLUE MONDAY PRODUCTIONS;2525;2020-07-16;2020-07-16
2018-879;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;4147;2018-08-06;2018-08-06
2017-912;Série TV;MATHIEU ET THOMAS CONTRE LE MONDE ENTIER;JULIEN CARPENTIER;GOLDEN NETWORK / GM6;742;2017-11-14;2017-11-14
2016-2088;Long métrage;STARS 80 LA SUITE;THOMAS LANGMANN;LA PETITE REINE;4849;2016-09-19;2016-09-19
2020-306;Série Web;SHADOW BOXING;David Chausse;GM6;3239;2020-07-21;2020-07-21
2018-881;Série TV;EDEN;DOMINIK MOLL;ATLANTIQUE PRODUCTIONS;3804;2018-08-08;2018-08-08
2017-1124;Long métrage;ANNA M.;Luc Besson;EuropaCorp / Cyril Mund;938;2017-12-15;2017-12-15
2016-2106;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;4595;2016-11-15;2016-11-15
2020-354;Long métrage;LE TRESOR DU PETIT NICOLAS;JULIEN RAPPENEAU;CURIOSA FILM;739;2020-09-09;2020-09-10
2018-1571;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;SAS LES FILMS DU KIOSQUE;4863;2018-12-20;2018-12-20
2017-1129;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);340;2017-12-20;2017-12-20
2016-2125;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;4081;2016-12-05;2016-12-05
2019-615;Long métrage;PRODUCTION 46;;IEFS PARIS;4144;2019-06-17;2019-06-18
2017-1222;Série TV;Clem;Elsa Bennett Hippolyte Dard;MERLIN PRODUCTIONS;4304;2017-06-20;2017-06-20
2016-2131;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;3;2016-10-19;2016-10-19
2019-627;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;604;2019-06-17;2019-06-19
2017-1230;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;4986;2017-05-26;2017-05-26
2016-2136;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;909;2016-01-26;2016-01-26
2019-632;Long métrage;En attendant qui ? Mai;Marc RECUENCO;SerialBstudio;1966;2019-06-22;2019-06-23
2017-1032;Série TV;New Horizon (additif 2);;Comme une image;1012;2017-11-27;2017-11-28
2016-2141;Long métrage;L'ASCENSION;LUDOVIC BERNARD;DE L'AUTRE COTE DU DU PERIPH;3820;2016-02-25;2016-02-25
2019-1602;Long métrage;TROP D'AMOUR;Frankie WALLACH;EX NIHILO;1887;2019-11-21;2019-11-21
2017-1410;Série TV;POTOMAC mulot floquet Mare et champ de mars;Dan Sackheim;FROGGIE PRODUCTION;4868;2017-06-28;2017-06-28
2016-2147;Long métrage;DIANE A LES EPAULES;FABIEN GORGEART;PETIT FILM;346;2016-09-06;2016-09-06
2016-114;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;3901;2016-10-10;2016-10-10
2017-1594;Long métrage;The White Crow;Ralph Fiennes;Montebello Productions;801;2017-08-18;2017-08-18
2016-2162;Long métrage;LA FILLE DE BREST;EMMANUELLE BERCOT;HAUT ET COURT;306;2016-02-01;2016-02-01
2016-115;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;2415;2016-11-03;2016-11-03
2017-1601;Série TV;SPEAKERINE;Laurent TUEL;MACONDO PRODUCTIONS;1312;2017-08-28;2017-08-29
2016-2165;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;4202;2016-02-18;2016-02-18
2016-125;Long métrage;MAMAN A TORT;MARC FITOUSSI;AVENUE B;3910;2016-01-07;2016-01-08
2017-1280;Série Web;BARBER TRUCK;PIERRE ANDRE LHOMME;WONDERCORP;207;2017-06-11;2017-06-11
2016-2171;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;231;2016-07-25;2016-07-25
2016-134;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;3829;2016-04-30;2016-04-30
2017-1517;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;2028;2017-08-03;2017-08-04
2016-2175;Long métrage;LES FILLES DE REIMS;JULIEN HALLARD;LES FILMS VELVET;5443;2016-08-16;2016-08-18
2016-146;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;3757;2016-10-10;2016-10-10
2017-1520;Long métrage;Cold war;Pawel PAWLIKOWSKI;Philippe Lelièvre;4413;2017-07-19;2017-07-20
2020-685;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;315;2020-10-23;2020-10-24
2016-198;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5427;2016-05-18;2016-05-19
2017-1522;Long métrage;Cold war;Pawel PAWLIKOWSKI;Philippe Lelièvre;4646;2017-07-20;2017-07-21
2020-686;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;315;2020-10-23;2020-10-24
2016-1685;Série TV;LE BUREAU DES LEGENDES/SAISON 2 N°1 A 8;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;1193;2016-01-15;2016-01-15
2017-1424;Série TV;ALICE NEVERS;STEPHAN KOPECKY;ego productions;4459;2017-02-04;2017-02-04
2020-700;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;2209;2020-11-03;2020-11-20
2016-1687;Série TV;MAGIC KIDS;JEAN LUC BERTRAND;ELECTRON LIBRE PRODUCTIONS;4354;2016-04-28;2016-04-28
2017-1325;Long métrage;GEMINI;Christopher Mac Quarrie;FIRSTEP;1506;2017-05-23;2017-05-23
2020-727;Série TV;9 MEUFS;Emma de Caunes;MASCARET FILMS;1869;2020-10-14;2020-10-14
2016-1692;Série TV;BLACKPILLS/RAISING HITLER;LOUIS FARGE;TOGETHER MEDIA 2;3824;2016-09-27;2016-09-27
2017-1329;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;3664;2017-06-06;2017-06-06
2019-390;Série Web;Dear Diary;ZHOU Nan;LEIMONT PRODUCTIONS;4208;2019-04-09;2019-04-09
2016-1738;Série TV;STAY WITH ME;XIANCHENG DENG;PARIS 818 MEDIA;3999;2016-04-04;2016-04-04
2017-1683;Long métrage;D'après une histoire vraie;;WY Productions;4729;2017-01-25;2017-01-25
2019-391;Série Web;Dear Diary;ZHOU Nan;LEIMONT PRODUCTIONS;4036;2019-04-10;2019-04-10
2016-1742;Long métrage;IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;NOLITA CINEMA;2496;2016-02-10;2016-02-10
2017-1703;Série TV;QUADRAS;ISABELLE DOVAL;B2FILMS;3933;2017-01-30;2017-01-30
2019-1698;Long métrage;Tendre et saignant;Christopher Thompson;Les Films du Cap;2923;2019-12-02;2019-12-02
2016-1767;Long métrage;IRIS/EX CHAOS;JALIL LESPERT;WY PRODUCTIONS;1650;2016-02-25;2016-02-25
2017-1626;Long métrage;Les tuche 3;Olivier Baroux;Eskwad;4083;2017-08-08;2017-08-08
2018-1065;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;1411;2018-09-13;2018-09-13
2016-1774;Téléfilm;UNE FEMME D'EXCEPTION;ERIC GUIRADO;CINETEVE;4024;2016-09-08;2016-09-08
2017-1634;Long métrage;voyez comme on danse;michel Blanc;les films du 24;4496;2017-08-30;2017-08-30
2016-627;Long métrage;COEXISTER;FABRICE EBOUE;EUROPA CORP;2159;2016-12-09;2016-12-09
2020-374;Long métrage;LE TRESOR DU PETIT NICOLAS;JULIEN RAPPENEAU;CURIOSA FILM;3993;2020-09-15;2020-09-15
2017-1474;Long métrage;L'échappée 2;Mathias Pardo;CHIFOUMI PRODUCTIONS;1586;2017-07-10;2017-07-11
2016-630;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;5337;2016-07-22;2016-07-22
2020-385;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;696;2020-08-19;2020-08-20
2017-1479;Long métrage;BUDAPEST;Xavier Gens;LABYRINTHE FILMS;5319;2017-07-17;2017-07-18
2016-653;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;4052;2016-10-27;2016-10-27
2020-390;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;2111;2020-08-19;2020-08-19
2018-60;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;4436;2018-01-23;2018-01-23
2016-656;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;1950;2016-02-17;2016-02-17
2020-416;Long métrage;Les Fantasmes;David et Stéphane FOENKINOS;Mandarin Production;2874;2020-09-08;2020-09-08
2018-61;Téléfilm;Les Michetonneuses;Olivier Doran;JEM PRODUCTIONS;546;2018-01-22;2018-01-22
2016-671;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;1394;2016-08-29;2016-08-29
2020-428;Long métrage;Suprêmes;Audrey Estrougo;Nord Ouest Films;3527;2020-09-01;2020-09-02
