id_lieu;fk_localisation;fk_periode
2019-126;4329;3768
2016-1013;4036;306
2017-531;3457;2170
2017-509;3505;2157
2020-264;4436;5064
2016-508;2;1138
2016-1020;2367;721
2017-548;3726;2200
2020-270;3682;5060
2016-533;4724;850
2016-1034;2220;986
2017-562;4123;2187
2017-558;4175;2210
2016-27;2423;912
2016-561;5455;68
2016-2636;5321;464
2017-571;774;2201
2017-466;4453;2118
2016-28;2405;936
2016-585;3450;294
2016-2641;4378;351
2017-670;390;2268
2017-475;800;2127
2016-52;4226;861
2016-586;4678;399
2016-2671;5078;399
2017-394;449;2169
2017-625;831;2243
2016-71;4689;151
2016-2082;1203;683
2016-1036;3145;1151
2017-402;5353;2034
2017-637;3735;2236
2016-1618;1030;754
2016-2143;216;239
2016-1046;1393;641
2017-612;4342;2252
2017-645;3247;2297
2016-1670;2405;1100
2016-2153;198;1160
2016-1049;5397;114
2017-486;4688;2226
2017-648;5018;2289
2016-1675;1349;215
2016-2166;5063;148
2016-1052;3102;33
2017-813;5332;2390
2017-649;5148;2289
2020-299;3690;5084
2020-696;1578;5362
2016-1083;2442;1068
2017-816;2512;2337
2017-672;3693;2267
2020-311;3953;5095
2020-714;2797;5383
2016-1088;1435;547
2017-831;1382;2329
2017-675;2399;2260
2020-322;4339;5104
2020-716;871;5383
2020-1135;4752;5601
2017-833;268;2333
2017-685;4062;1687
2020-358;1546;5220
2020-718;4317;5389
2016-1106;2172;304
2017-870;5296;2386
2017-698;765;2272
2019-598;473;4064
2020-723;1942;5412
2016-1172;3406;9
2017-884;4905;2382
2017-391;5042;2092
2019-633;2730;4123
2020-724;305;5359
2016-2717;857;405
2017-961;2036;2462
2017-405;1389;2034
2019-316;3681;3922
2020-728;2486;5378
2016-2756;4019;817
2017-967;349;2435
2017-584;3411;2241
2016-111;3830;798
2019-393;1345;3928
2016-2760;4995;1266
2017-971;5416;2412
2017-585;3859;2245
2016-143;497;540
2016-635;4355;974
2016-2767;5191;406
2017-980;935;2469
2017-596;3933;2203
2016-173;4733;953
2016-637;3219;705
2016-2774;365;1178
2017-997;4166;2461
2017-599;1924;2235
2016-189;922;62
2016-641;1275;1236
2020-1156;4226;5587
2017-707;3071;2280
2017-605;4154;2270
2016-1696;5269;18
2016-650;3826;813
2020-1161;2350;5587
2017-722;4717;2324
2017-616;898;2294
2016-1731;3987;1248
2016-692;2643;926
2020-1165;2907;5565
2017-723;2471;2324
2017-488;4830;2226
2016-1736;4644;99
2016-704;1096;488
2020-1171;4254;5579
2017-731;4559;2265
2017-812;2446;2376
2016-1759;1041;1269
2016-2202;4814;681
2016-1199;994;711
2017-742;3525;2329
2017-824;3272;2376
2020-389;4988;5136
2016-2203;4198;789
2016-1217;970;1356
2017-1218;4223;1727
2017-832;1332;2307
2020-396;1575;5146
2016-2205;2069;905
2016-1227;3963;412
2017-1076;2673;2501
2017-840;3824;2347
2020-401;649;5211
2016-2231;4123;1080
2016-1247;2817;322
2017-1086;73;2516
2017-852;4745;2361
2020-413;5075;5143
2016-2247;4003;2
2016-1282;4452;1063
2017-1264;2580;1786
2017-858;131;2393
2020-418;3832;5148
2016-2256;4692;562
2016-2788;5225;155
2017-1141;5147;2569
2017-885;4122;2382
2020-422;2416;5159
2020-760;1989;5402
2016-2795;602;686
2017-1154;4564;1690
2017-777;5179;2319
2020-423;1378;5156
2020-797;2982;5456
2020-17;1393;4901
2017-1253;2959;1760
2017-778;3614;2350
2020-424;3684;5158
2020-806;4352;5439
2020-31;592;4904
2017-1026;4328;2449
2017-779;270;2332
2019-1610;1406;4807
2020-822;302;5455
2020-32;5434;4916
2017-1040;2718;2472
2017-945;348;2413
2018-1367;1437;3564
2018-1294;4295;3499
2020-825;2695;5438
2016-1313;2247;1285
2017-1046;958;2465
2017-946;784;2467
2018-1378;2677;3530
2018-1318;3355;3469
2018-1099;5266;3335
2016-1317;1902;299
2017-1387;4087;1889
2017-955;2169;2393
2019-696;3710;4157
2018-1320;4610;3473
2016-709;4280;813
2016-1336;2825;1295
2017-1393;5210;1828
2017-963;299;2458
2019-708;3665;4160
2016-201;4146;596
2016-1337;5211;1334
2017-1600;3487;1972
2017-977;2507;2427
2019-1047;1634;4444
2016-208;5207;1108
2016-1340;1460;889
2017-1269;454;1819
2017-1004;3735;2511
2019-1287;2899;4577
2016-252;129;535
2016-1354;3093;1336
2017-1169;3374;1735
2017-700;5033;2266
2019-1291;2889;4588
2016-270;182;1371
2016-1355;3929;1373
2017-1513;5046;1988
2017-738;4370;2359
2019-1317;917;4579
2016-1783;1140;1153
2020-67;3173;4932
2017-1527;806;1912
2017-739;3937;2301
2019-1320;4136;4580
2016-1784;5205;1304
2020-70;194;4936
2017-1543;3747;1974
2017-741;4655;2301
2018-1381;2509;3519
2016-1788;3194;196
2020-109;329;4961
2017-1425;4969;1858
2017-749;3723;2334
2018-1395;1945;3547
2016-1832;4360;625
2020-112;2829;5002
2017-1439;2455;1852
2017-1189;3410;1741
2018-1404;1682;3521
2016-1873;1547;318
2016-1427;4123;1337
2017-1449;856;1890
2017-1206;1632;1731
2019-456;2891;3980
2016-1879;4934;787
2016-1432;4939;489
2017-1460;3438;1934
2017-1213;514;1753
2019-1421;4959;4661
2020-452;67;5194
2016-1478;4798;737
2017-1462;4674;1969
2017-1215;4456;1765
2019-1429;1470;4711
2020-511;1599;5248
2016-1485;3019;1340
2017-1296;4338;1766
2017-799;410;2331
2019-1430;4144;4646
2019-302;5223;3875
2020-146;1714;4979
2017-1309;4205;1787
2017-1072;2394;2490
2019-1434;3792;4690
2019-343;4234;3914
2020-155;1367;4980
2017-1314;4173;1705
2017-1087;3258;2516
2019-1357;457;4609
2019-353;4403;3920
2020-169;4707;4999
2017-1318;1506;1718
2017-1101;1308;2559
2019-1367;3468;4645
2016-309;4231;151
2020-205;3675;5028
2017-1338;1376;1946
2017-1262;3612;1805
2018-1430;2734;3555
2016-321;1907;523
2016-1539;2756;497
2017-1675;965;1431
2017-1263;3045;1783
2018-1457;1133;3558
2016-351;4361;809
2016-1568;4002;292
2017-1705;4448;1456
2017-910;2179;2415
2019-1099;2862;4474
2016-382;3554;436
2020-226;793;5041
2017-1713;4863;1458
2017-927;4347;2456
2019-1102;2998;4470
2016-383;415;457
2020-262;4370;5064
2017-1727;4725;1473
2017-1132;1969;2563
2019-1110;2535;4469
2016-390;5222;727
2016-4;3670;1200
2017-1737;3060;1477
2017-1144;4621;1715
2019-1117;1336;4473
2016-1919;4522;226
2016-9;1253;148
2017-1482;4186;1908
2017-1145;3913;1694
2019-1403;997;4608
2016-1922;2526;418
2016-47;1280;617
2018-55;5111;2595
2017-1157;4986;1690
2018-766;4389;3086
2016-1953;4056;27
2016-68;5083;708
2018-59;4459;2608
2017-1226;4839;1759
2018-778;4689;3129
2020-521;4831;5254
2016-1598;550;824
2018-71;2693;2599
2017-1227;1096;1829
2018-782;3597;3127
2020-538;2124;5299
2016-1617;2767;747
2018-86;986;2602
2017-1372;1687;1855
2018-790;5262;3097
2020-555;1338;5257
2016-1645;4079;99
2018-98;4623;2628
2017-1385;3167;1833
2018-1489;455;3622
2020-572;4150;5278
2016-1657;2259;535
2018-118;2937;2653
2017-1394;5210;1832
2018-1499;3843;3626
2020-585;304;5335
2020-301;784;5076
2018-130;4117;2658
2017-1401;4927;1856
2018-1572;837;3662
2019-1636;2122;4846
2020-302;2821;5093
2017-1584;4400;2043
2017-1276;3504;1805
2018-1034;4334;3287
2020-313;2707;5099
2018-28;19;2585
2017-1282;178;1794
2018-1037;4473;3279
2020-321;396;5098
2018-377;2957;2803
2017-1287;3693;1692
2019-172;4277;3788
2016-407;4119;768
2020-335;1929;5116
2017-1661;2460;2126
2017-1494;2779;2057
2019-516;692;4009
2016-412;3294;1269
2020-361;3555;5123
2018-304;1763;2780
2017-1497;1132;2035
2019-524;1361;4027
2016-417;3746;119
2019-268;2869;3813
2018-184;5003;2724
2017-1525;188;1920
2018-807;3936;3115
2016-431;2165;386
2019-605;4498;4089
2018-196;5074;2706
2017-1549;173;1962
2018-1543;2992;3652
2016-439;2415;70
2019-606;4451;4120
2018-399;4704;2802
2017-1446;2830;1882
2019-482;2456;4105
2016-446;4737;634
2019-617;4347;4138
2018-411;3068;2813
2017-1320;3897;1720
2019-1465;2783;4663
2016-472;5439;508
2019-1599;2775;4774
2018-416;3622;2891
2017-1327;1725;1774
2018-931;2670;3189
2016-475;4018;157
2019-1600;2851;4790
2018-420;149;2818
2017-1351;4594;1946
2018-1260;3563;3373
2016-1981;2354;439
2016-138;4095;76
2018-146;1984;2671
2017-1353;3781;1946
2018-1261;732;3436
2016-1984;708;621
2016-141;2328;396
2018-350;3008;2811
2017-1360;2252;1895
2019-237;4400;3837
2016-2008;1711;187
2016-150;4327;1051
2018-617;5154;2986
2017-1364;37;1838
2019-243;1294;3840
2016-2021;2749;885
2016-171;234;916
2018-225;3790;2679
2017-1681;63;1435
2019-245;2646;3836
2016-2032;4045;822
2016-1691;3757;768
2018-490;4098;2899
2017-1716;622;1468
2019-248;498;3860
2016-2069;2428;96
2016-1697;2898;264
2018-497;3333;2888
2017-1621;406;2075
2019-252;4053;3845
2016-2077;4741;366
2016-1733;4963;322
2018-708;4393;3030
2017-1632;4144;2121
2019-531;569;4081
2020-603;2167;5293
2016-1764;4150;50
2018-717;4552;3043
2017-1472;5149;1943
2019-1505;1106;4708
2020-610;4144;5323
2016-1779;3560;559
2018-320;738;2721
2017-1477;1049;1919
2018-893;4689;3128
2020-612;3845;5239
2020-373;3993;5209
2018-530;1486;2917
2017-1488;1390;2008
2018-919;4443;3182
2020-641;3079;5311
2020-377;3993;5205
2018-552;3358;2953
2018-65;3140;2611
2019-194;1523;3777
2018-1059;29;3271
2020-387;4988;5136
2018-625;1004;2989
2018-101;3884;2636
2019-198;3713;3806
2019-97;2912;3742
2019-1608;4459;4744
2018-627;2466;2976
2018-108;621;2652
2019-207;3111;3857
2019-102;2601;3753
2019-1630;4202;4823
2018-632;4807;2964
2018-112;1926;2633
2019-208;159;3817
2019-109;1912;3731
2018-1314;4310;3475
2018-636;4689;2972
2017-1574;86;1933
2019-227;3389;3853
2019-110;2013;3731
2018-1329;3349;3508
2018-641;4628;3003
2017-1578;2166;2000
2019-591;2782;4061
2019-122;1707;3730
2018-1330;1025;3508
2018-663;3679;2999
2017-1589;4226;2027
2019-1580;4087;4744
2019-378;31;3927
2018-1331;4337;3490
2018-680;44;3020
2018-35;4342;2592
2017-360;4837;2136
2016-527;5039;671
2016-222;4136;592
2018-1113;122;3294
2018-37;3582;2579
2017-362;5275;2136
2016-550;4123;910
2016-228;5337;158
2018-1125;4424;3322
2017-1646;944;1452
2017-363;4992;2136
2016-556;2354;409
2016-257;1087;919
2018-1138;4453;3345
2017-1647;4957;1456
2017-80;2555;1534
2016-569;4136;10
2016-258;1210;1073
2018-1148;2482;3316
2017-1656;56;2122
2016-2603;3875;617
2016-589;3932;583
2016-281;3783;70
2018-743;4072;3065
2017-1658;800;2159
2016-2621;3981;1426
2016-2090;4232;1347
2016-289;4557;264
2018-744;4479;3067
2018-240;3915;2720
2016-2633;3830;173
2016-2094;5165;714
2016-291;2272;398
2018-575;1105;2940
2018-265;2340;2752
2017-193;4397;1571
2016-2098;3682;1103
2016-1790;4678;258
2018-578;3652;2952
2018-296;975;2828
2017-221;499;1641
2016-2133;1326;1319
2016-1852;4169;218
2018-599;5082;2977
2018-307;4434;2766
2017-223;2120;1634
2016-2152;4021;1118
2016-1864;3956;782
2018-972;4112;3204
2018-308;4558;2783
2017-236;2481;1653
2016-2154;4907;1338
2020-445;1185;5178
2018-983;2269;3228
2018-11;1992;2619
2017-242;630;1615
2016-2156;2550;463
2020-461;624;5198
2018-990;3672;3225
2018-159;4325;2667
2017-9;228;1484
2016-2160;4662;297
2020-496;3479;5250
2018-1004;4802;3243
2018-397;2345;2809
2017-11;3624;1484
2020-707;4459;5380
2020-501;1371;5226
2019-742;2879;4194
2018-426;632;2834
2017-49;4092;1592
2020-708;4384;5380
2020-502;98;5226
2019-757;639;4250
2018-435;2886;2859
2017-59;642;1519
2020-711;5140;5329
2020-514;405;5262
2018-1220;2376;3390
2018-436;2716;2852
2017-64;5094;1530
2020-715;353;5437
2019-291;1248;3859
2018-1242;4040;3416
2018-359;4123;2812
2017-75;4573;1547
2019-1683;4050;4809
2019-298;3714;3866
2019-871;44;4261
2018-360;4220;2817
2017-309;1423;1699
2019-1703;1996;4893
2019-322;4123;3886
2019-872;4321;4262
2018-200;4230;2706
2017-315;51;1680
2019-1715;3607;4804
2019-328;2011;3924
2019-884;1170;4283
2018-209;4384;2706
2017-318;4399;1721
2019-1722;5006;4865
2019-336;4742;3918
2019-889;2784;4264
2018-230;4622;2693
2017-325;5425;1701
2018-1069;4399;3269
2019-351;4390;3926
2019-904;499;4373
2018-236;1838;2778
2017-348;4441;2124
2018-1072;71;3278
2016-326;4575;1053
2019-787;4166;4220
2018-713;771;3031
2017-263;1734;1632
2016-611;1365;620
2016-327;906;1078
2019-796;3488;4295
2018-724;4972;3050
2017-265;98;1667
2016-618;1455;660
2016-345;4782;849
2019-1147;4095;4468
2018-324;4432;2775
2017-287;4267;1661
2016-628;1979;1396
2016-349;1295;1403
2019-1161;1018;4483
2018-329;3585;2776
2017-299;3883;1652
2016-2254;3208;119
2016-361;3735;440
2019-1169;3246;4549
2018-533;3882;2921
2017-139;4459;1602
2016-2275;5367;119
2016-369;489;202
2019-1172;5005;4475
2018-563;3158;2938
2017-146;570;1638
2020-759;2289;5395
2016-386;5126;580
2019-1177;5464;4503
2018-648;2636;2982
2017-173;1274;1563
2020-773;4346;5375
2016-1893;2977;919
2019-823;4824;4277
2018-651;4329;2982
2017-179;3172;1561
2020-779;1354;5393
2016-1910;258;1027
2019-826;1679;4231
2018-659;3748;3006
2017-494;4255;2291
2020-783;3846;5420
2016-1947;4224;834
2019-830;4144;4248
2018-668;3424;3011
2017-501;3645;2139
2020-816;2070;5430
2020-531;2663;5242
2019-843;2384;4237
2018-675;4384;3012
2017-538;2963;2207
2018-1078;486;3321
2020-598;4134;5337
2019-863;523;4234
2018-475;2943;2873
2017-560;2252;2187
2016-711;5364;1200
2019-1650;1994;4817
2019-1198;424;4552
2019-1739;3012;4873
2017-439;4370;2083
2016-751;2749;928
2019-1667;4370;4808
2019-1220;4680;4541
2018-1111;1035;3299
2017-457;3653;2096
2019-1668;4762;4833
2019-662;2193;4145
2018-1137;4367;3345
2017-629;2274;2229
2019-1674;4993;4856
2019-673;4748;4175
2018-951;767;3208
2017-631;4843;2218
2018-1022;767;3214
2019-1005;4290;4337
2018-957;5013;3221
2017-680;3633;2256
2016-441;3153;165
2019-1238;151;4558
2018-961;1192;3222
2017-389;5472;2156
2016-445;3413;555
2018-1576;647;3668
2018-973;5353;3205
2017-407;2262;2029
2016-451;2787;829
2019-4;5300;3677
2018-976;2091;3223
2017-422;4453;2093
2016-494;875;92
2019-947;1737;4338
2019-143;3283;3770
2017-574;4367;2201
2016-2009;2609;219
2019-955;4720;4399
2019-148;5463;3764
2017-839;270;2332
2016-2026;2305;1168
2019-984;110;4353
2019-154;1630;3761
2017-854;2647;2373
2020-623;2262;5296
2019-993;23;4294
2019-405;3752;3942
2017-873;2928;2425
2020-648;1774;5321
2018-1421;4185;3586
2019-733;4802;4191
2017-782;3824;2347
2020-660;22;5287
2019-1329;1639;4586
2019-766;3144;4195
2017-786;1206;2320
2020-671;3226;5379
2018-1348;3276;3568
2018-1218;1361;3401
2017-979;2702;2477
2018-1052;206;3283
2016-795;4714;131
2019-893;2193;4282
2017-987;756;2452
2019-82;192;3738
2016-2322;4806;987
2019-898;4223;4287
2017-992;1370;2519
2019-84;2661;3712
2016-2331;5101;224
2019-813;1204;4217
2017-1002;3015;2453
2019-86;4770;3725
2016-2335;4580;605
2019-1155;2784;4481
2017-745;2961;2323
2019-89;4652;3708
2016-2336;4560;638
2019-1159;2680;4508
2017-1081;4902;2514
2019-96;1913;3742
2016-2357;5325;390
2018-1173;999;3362
2017-1090;4303;2547
2019-125;4424;3768
2016-2369;2;1130
2018-1174;4313;3398
2017-1100;4428;2537
2019-377;2265;3929
2020-841;2593;5469
2019-861;1250;4267
2017-1102;1348;2551
2016-510;4356;8
2020-843;1751;5441
2019-1197;3806;4518
2017-907;4063;2380
2016-553;3726;63
2020-846;4291;5502
2019-1203;3139;4502
2017-924;3599;2397
2016-565;4608;455
2020-864;2215;5459
2019-1213;937;4535
2017-1234;4339;1777
2016-572;2252;291
2020-870;2969;5504
2018-1204;186;3393
2017-1248;4586;1769
2016-590;4956;594
2020-875;877;5493
2019-661;2782;4111
2017-1049;2123;2481
2016-2104;4817;1331
2016-817;2766;72
2019-665;2193;4150
2017-1371;1687;1850
2016-2109;715;835
2016-856;1458;521
2019-678;753;4125
2017-1407;4746;1851
2016-2137;1575;315
2016-874;5454;1013
2019-73;3772;3714
2017-1597;2510;1968
2016-2144;3361;367
2016-891;1891;107
2019-1234;1292;4544
2017-1500;2478;2044
2016-2159;3662;200
2016-2410;2075;194
2019-1269;3279;4629
2017-1502;3590;2008
2020-709;4680;5380
2016-2411;1882;203
2019-1271;4152;4616
2017-1508;2410;2014
2020-719;1573;5433
2016-2428;1587;1154
2018-1252;4097;3394
2017-1531;1490;1907
2019-388;4209;3942
2016-2429;3497;1174
2019-2;168;3776
2017-1534;4740;1959
2019-1684;1418;4809
2016-2440;4434;599
2019-21;3369;3719
2017-1546;4120;1973
2019-1697;2761;4829
2020-930;693;5528
2019-23;4385;3695
2017-1432;1015;1436
2016-624;4879;1230
2020-932;860;5535
2019-968;4072;4304
2017-1435;3274;1869
2016-626;3757;1347
2020-934;860;5535
2019-990;2517;4335
2017-1445;2153;1874
2018-1365;4449;3497
2016-648;1396;320
2020-953;1968;5555
2019-29;3315;3685
2017-1682;2909;1443
2019-702;1124;4141
2016-665;5186;390
2020-985;1403;5555
2019-32;1577;3699
2017-1725;607;1470
2019-710;654;4167
2016-2206;4278;933
2016-916;3874;82
2019-37;1246;3670
2017-1739;948;1505
2019-422;98;3952
2016-2233;4844;151
2016-917;922;86
2019-42;723;3717
2018-58;340;2595
2019-424;4217;3955
2016-2278;4623;399
2016-919;2691;271
2019-45;3017;3692
2018-109;1233;2644
2019-1366;1341;4645
2016-2281;3379;524
2016-986;1271;780
2019-46;944;3739
2017-1576;1339;1933
2018-1426;1393;3553
2020-769;166;5419
2016-988;4904;155
2019-65;1780;3705
2018-24;3434;2575
2018-1437;3317;3552
2020-808;4138;5439
2016-1000;3801;595
2018-1413;4077;3550
2018-49;4227;2586
2018-1453;5175;3574
2020-829;427;5494
2016-2526;72;715
2019-1050;494;4441
2018-51;893;2606
2018-1468;4329;3577
2020-831;1534;5448
2016-2529;1910;802
2016-763;2498;1014
2017-1637;4144;2027
2019-1118;56;4512
2018-1098;3065;3300
2016-2537;5161;1230
2016-2311;5250;1057
2017-1659;2814;2143
2018-748;2429;3084
2016-725;4471;855
2016-2561;1417;1278
2016-2327;5;1255
2018-274;4142;2728
2018-783;4689;3129
2016-729;2406;1099
2016-2575;2053;554
2016-2332;4536;281
2018-302;3263;2768
2018-1477;2434;3585
2016-748;4849;599
2020-1002;3306;5537
2016-2342;5032;1279
2018-13;2856;2668
2018-1496;2046;3626
2016-758;3214;1182
2020-1022;1268;5537
2016-2384;5077;783
2018-170;3688;2680
2020-1047;3464;5561
2020-851;5359;5457
2018-180;2052;2732
2016-1008;1568;1194
2020-873;1321;5499
2018-190;4953;2733
2016-1009;1709;1213
2020-886;4339;5465
2018-398;2249;2802
2016-1033;5063;934
2020-892;4937;5465
2018-417;4449;2893
2016-2644;4427;875
2020-908;2905;5498
2018-440;1772;2851
2016-2649;919;1321
2016-807;4706;1266
2018-145;98;2643
2019-183;4257;3801
2016-1073;4024;577
2016-818;4833;117
2018-152;489;2690
2019-511;2271;4001
2016-1079;1320;759
2016-820;2831;164
2018-370;4097;2827
2019-512;3472;4001
2016-1080;3886;838
2016-824;3231;302
2018-207;5386;2706
2018-1537;2975;3635
2016-1093;2629;1
2016-826;1732;472
2018-212;35;2684
2019-513;4520;4001
2019-1478;3769;4720
2020-1116;4256;5601
2016-830;4168;687
2018-223;1339;2751
2019-517;763;4056
2019-1482;3200;4724
2020-1120;4281;5601
2016-833;3470;90
2018-482;4138;2915
2018-796;2128;3103
2019-1488;5355;4685
2020-1127;4921;5601
2016-870;3867;496
2018-488;4453;2909
2018-813;547;3096
2018-873;4625;3125
2020-1137;5029;5601
2016-884;5343;1010
2018-504;521;2920
2018-834;236;3141
2018-938;4533;3198
2016-1124;4384;1120
2016-888;3243;481
2018-706;4114;3025
2018-1525;5373;3615
2018-1258;477;3430
2016-1125;5025;1241
2016-2408;1842;105
2018-710;3823;3058
2018-1539;3131;3643
2018-1280;4336;3462
2016-1128;1759;1400
2016-2445;4332;234
2018-714;24;3056
2019-472;2834;3986
2019-239;1452;3823
2016-2677;4090;930
2016-2476;3885;1384
2018-715;1667;3054
2019-474;4676;4038
2019-250;4202;3860
2016-2678;3009;1145
2020-933;860;5535
2018-722;4393;3052
2019-497;4885;4011
2019-1523;581;4740
2016-2700;4123;632
2020-966;138;5523
2018-327;4693;2861
2019-1470;657;4680
2019-1531;53;4733
2016-2740;3175;1271
2020-980;4092;5556
2018-550;4459;2929
2018-853;1868;3152
2018-885;5000;3158
2016-2762;2562;1318
2016-922;2640;534
2018-559;4384;2929
2018-859;5110;3142
2018-894;1248;3167
2016-2765;3629;126
2016-928;5240;1003
2018-658;3765;3008
2019-1584;1182;4762
2018-899;836;3179
2020-1155;2090;5587
2016-933;3935;264
2018-461;2803;2876
2018-934;3696;3215
2018-909;4400;3187
2020-1166;2228;5568
2016-941;4456;1356
2018-469;2943;2873
2018-1274;4039;3438
2018-927;3709;3184
2016-1219;5098;1422
2016-978;3471;1364
2019-1731;489;4842
2019-1509;1265;4732
2019-196;2250;3802
2016-1257;2095;116
2016-2484;3062;1264
2019-1736;3586;4884
2019-1515;1114;4721
2019-220;2927;3790
2016-2779;718;785
2016-2498;862;623
2018-1118;3978;3353
2019-1540;3320;4813
2019-575;4443;4059
2016-2787;5334;151
2016-2568;2047;1034
2018-1140;865;3314
2019-184;4257;3789
2019-586;1463;4078
2016-2801;113;564
2020-999;3306;5537
2018-572;1726;2942
2019-190;2204;3793
2019-1565;3654;4779
2020-4;4264;4918
2020-1014;3796;5539
2018-585;1739;2987
2019-559;39;4043
2017-357;32;2160
2020-13;3811;4905
2020-1024;4107;5537
2018-591;2276;2949
2019-577;5009;4049
2017-371;4206;2022
2020-16;5368;4898
2020-1033;4359;5518
2018-975;693;3224
2019-581;3821;4075
2017-373;1592;2062
2020-25;1789;4917
2020-1036;4928;5517
2018-985;1183;3233
2019-584;861;4063
2017-378;1522;2059
2020-33;4962;4916
2020-1056;2944;5573
2018-1000;88;3230
2019-1564;2205;4764
2016-2595;1401;1061
2016-1300;5384;535
2016-1012;5044;306
2019-127;4898;3773
2019-1574;4401;4789
2016-2606;3150;663
2016-1344;5019;997
2016-1030;4442;668
2019-129;1027;3750
2016-2588;2071;1307
2016-2607;3869;767
2016-1358;1610;31
2016-2659;3819;951
2019-401;3328;3951
2016-2613;4934;1152
2017-228;5429;1618
2016-1380;3101;821
2016-2660;3088;996
2019-406;4847;3953
2016-2618;4036;1138
2017-132;1433;1537
2020-58;2524;4942
2016-1039;2671;946
2019-409;4980;3953
2017-116;4827;1625
2017-12;919;1502
2020-62;1751;4957
2016-1060;4894;1113
2019-769;820;4207
2017-119;3096;1628
2017-19;3374;1507
2020-79;4636;4954
2016-1061;1661;1184
2019-770;4070;4208
2017-189;246;1581
2017-31;3234;1513
2020-110;2829;5006
2016-1062;209;1345
2018-1219;4270;3401
2017-217;4154;1623
2017-54;4393;1524
2020-125;3555;4964
2016-1072;857;330
2018-1239;158;3429
2017-220;1472;1613
2017-63;5416;1545
2016-1415;5396;575
2016-1082;4338;1015
2019-873;2939;4281
2017-237;2440;1653
2017-296;4177;1665
2016-1416;2780;589
2016-1085;2987;1409
2019-877;4503;4257
2017-134;499;1587
2017-303;4389;1684
2016-1421;75;44
2020-1079;1346;5584
2019-887;4393;4279
2017-8;100;1484
2017-147;1019;1612
2016-1436;4117;148
2020-1123;4281;5601
2019-903;1319;4392
2017-42;3263;1497
2017-155;2778;1578
2016-1447;3032;846
2016-1097;2630;873
2019-789;4125;4202
2017-74;4680;1547
2017-176;2296;1561
2020-162;1154;4989
2016-1153;3008;1187
2019-795;2505;4198
2017-76;4234;1544
2017-181;98;1575
2020-175;2433;4998
2016-1159;343;1421
2019-798;4378;4245
2017-331;2019;1673
2017-496;5334;2244
2020-181;3623;5004
2016-1162;4331;1244
2019-816;2494;4214
2017-332;3034;1955
2017-513;4765;2145
2020-185;3679;5021
2016-1166;3828;373
2019-1152;3534;4524
2017-337;924;2052
2017-528;4430;2168
2020-195;3514;5023
2016-1170;3609;770
2018-1181;4852;3423
2017-338;2262;2029
2017-529;4956;2163
2016-1493;3118;697
2016-2680;907;1180
2018-1185;4372;3422
2017-267;735;1636
2017-536;4362;2176
2016-1530;1897;338
2016-2744;3735;155
2019-836;1447;4225
2017-269;2672;1640
2019-1438;3403;4665
2017-260;4713;1654
2016-1532;789;939
2016-2746;4855;260
2019-1193;1771;4482
2017-272;3443;1670
2019-1447;2798;4710
2017-444;1057;2102
2016-1543;358;1225
2020-1145;4615;5601
2019-1212;4189;4531
2017-273;2244;1676
2018-797;577;3103
2017-460;1855;2146
2016-1579;4789;1063
2020-1148;4384;5596
2019-1215;5361;4546
2017-276;1641;1646
2018-815;3660;3100
2017-462;3953;2141
2020-248;3604;5072
2020-1177;4117;5583
2019-1224;4689;4541
2017-284;251;1659
2018-836;3153;3123
2017-634;950;2242
2016-5;4651;99
2016-1226;648;284
2018-1203;4475;3369
2017-285;33;1650
2018-1549;1529;3631
2017-644;5473;2288
2016-20;5432;706
2016-1261;3176;227
2018-1205;3657;3371
2017-148;2463;1578
2018-1554;2260;3623
2017-646;3247;2292
2016-21;1372;710
2016-1268;4711;326
2019-1280;311;4532
2017-169;3521;1568
2019-462;3065;3983
2017-665;4951;2299
2016-44;5411;96
2016-2778;3530;1367
2019-1239;4287;4538
2017-545;3758;2209
2019-484;4476;3987
2017-385;3679;2033
2016-1613;5326;614
2020-5;3436;4913
2018-1243;1539;3411
2017-549;5379;2200
2019-1493;3719;4686
2017-573;2901;2194
2016-1639;3805;1235
2020-12;1121;4927
2018-1251;98;3396
2017-443;3285;2132
2018-865;1006;3162
2017-583;3185;2241
2016-1650;1733;1190
2020-22;1740;4915
2019-24;3144;3695
2017-459;919;2158
2018-1265;3772;3439
2017-591;2642;2230
2016-1674;1576;188
2020-26;4975;4900
2019-931;5124;4326
2017-467;4453;2114
2019-230;3574;3796
2017-592;1918;2219
2020-295;3394;5082
2020-42;3314;4958
2019-946;4136;4325
2017-479;3940;2147
2019-247;340;3836
2017-817;92;2351
2020-305;2692;5074
2016-1297;301;417
2019-951;3644;4330
2017-627;226;2232
2019-255;4331;3844
2017-826;4651;2395
2020-307;4453;5078
2016-1310;3178;1296
2019-969;3395;4304
2017-651;5218;2276
2019-545;4670;4039
2017-841;3508;2342
2020-341;3725;5151
2016-1367;5065;82
2019-28;2614;3693
2017-676;1693;2254
2019-1529;1464;4745
2017-881;4115;2382
2020-355;739;5177
2016-1369;4026;145
2019-43;1408;3684
2017-430;1502;2085
2018-887;2708;3150
2017-769;441;2341
2020-364;3313;5124
2016-1374;3539;275
2019-51;4454;3680
2017-572;2836;2216
2018-897;836;3176
2017-773;4936;2358
2019-594;265;4061
2020-63;489;4953
2019-54;1392;3702
2017-603;2746;2189
2018-901;557;3156
2017-617;3925;2303
2019-595;1481;4060
2020-76;56;4954
